player_id,firstName,lastName,pagerank,birthDate,age_group,playingPosition
3762,Peter,Whittingham,0.000256476464556382,1984,30,MID
12392,Emerse,Faé,0.00021964517206981,1984,30,MID
12285,Kim,Tandrup,0.000216585873202886,1987,30,MID
9161,Sammy,Clingan,0.000214760343662127,1984,30,MID
12386,Grégory,Bourillon,0.000193411525683318,1984,30,MID
4218,Floribert,Ngalula,0.000187451028406564,1987,30,MID
12917,Thibaut,Detal,0.000181816224468355,1985,30,MID
13270,Matt,Bloomfield,0.000180532094714196,1984,30,MID
9870,Christos,Tsevas,0.000175195593062792,1985,30,MID
12866,Alexandros,Karachalios,0.000155342111288609,1985,30,MID
6119,Mohamed,Sissoko,0.000152694247728245,1985,30,MID
15075,Aleksey,Rebko,0.000152412082767003,1986,30,MID
10375,Shaun,MacDonald,0.000150065709214129,1988,30,MID
6144,Ernst,Öbster,0.000145870965627577,1984,30,MID
4765,David,Mannix,0.00014258113215515,1985,30,MID
15449,Lee,Martin,0.000131231944980565,1987,30,MID
8237,Christoph,Burkhard,0.000125638849341859,1984,30,MID
15650,Igor,Denisov,0.000124258802399728,1984,30,MID
3066,Jürgen,Säumel,0.000123209070950245,1984,30,MID
3547,Darren,Fletcher,0.000117479037655648,1984,30,MID
3205,David,Bentley,0.000116392435853479,1984,30,MID
14678,Ryan,Stevenson,0.000113001422876875,1984,30,MID
12791,Kevin,Souter,0.000110163055662645,1984,30,MID
1716,David,Odonkor,0.000109654497097724,1984,30,MID
14858,Oliver,Hampel,0.000104500261272599,1985,30,MID
11955,James,Beaumont,0.000102866827217024,1984,30,MID
12872,Grigoris,Makos,0.000101820408562272,1987,30,MID
10504,Mehmet,Akgün,0.000101742197061195,1986,30,MID
6435,Mario,Fillinger,0.000101406834241588,1984,30,MID
13796,Grant,Leadbitter,0.000101218914574654,1986,30,MID
19978,Damián,Luna,0.000100211440536912,1985,30,MID
20577,Mathias,Gravesen,9.88944532809888e-05,1986,30,MID
12883,Alexandros,Tziolis,9.65416371179409e-05,1985,30,MID
9985,Joel,Pilkington,9.48528827554276e-05,1984,30,MID
9994,Matthew,O'Neill,9.30916382396787e-05,1984,30,MID
12590,Joe,Hamill,9.10376411042343e-05,1984,30,MID
13274,Dean,Bowditch,9.03260561882869e-05,1986,30,MID
7093,Francesco,Magnanelli,8.79569617340432e-05,1984,30,MID
7023,Bekir,Ozan Has,8.74679732053338e-05,1985,30,MID
1258,Nderim,Nedzipi,8.69318474960059e-05,1984,30,MID
4018,Daniel,Baier,8.65985125225846e-05,1984,30,MID
15647,Vladimir,Bystrov,8.57292559950501e-05,1984,30,MID
13704,Shane,McFaul,8.5610163047728e-05,1986,30,MID
17332,Davide,Chiumiento,8.51351421287298e-05,1984,30,MID
9554,Xavier,Margairaz,8.35600853243075e-05,1984,30,MID
12600,David,McGeown,8.3445861088654e-05,1984,30,MID
9339,Ali,Camdali,8.23695752886941e-05,1984,30,MID
13463,Lee,Holmes,8.03639716557888e-05,1987,30,MID
4698,Stijn,Schaars,8.00042239469884e-05,1984,30,MID
10255,Alexander,Farnerud,7.8860784066127e-05,1984,30,MID
6155,Joep,van den Ouweland,7.79951225321998e-05,1984,30,MID
16756,Oleg,Ivanov,7.75116158070431e-05,1986,30,MID
7144,Sven,Lüscher,7.65132995238866e-05,1984,30,MID
15956,Jesús,Navas,7.51688793215014e-05,1985,30,MID
5154,Peter,Perchtold,7.30280231297398e-05,1984,30,MID
15914,Dominic,Blizzard,7.24928014426442e-05,1985,30,MID
22351,Adrien,Roman Moreno,7.22220723199737e-05,1985,30,MID
5034,Marco,Haller,7.00455127637024e-05,1984,30,MID
8640,Andreas,Lambertz,6.95919674635488e-05,1984,30,MID
9602,Maarten,Martens,6.95341256281373e-05,1984,30,MID
6158,Nicky,Taubert,6.86948462516921e-05,1984,30,MID
8068,Paul,Keegan,6.78230343708211e-05,1984,30,MID
3178,Filipe,Oliveira,6.77723633696147e-05,1984,30,MID
14599,Ross,Chisholm,6.71317382495447e-05,1988,30,MID
20141,Allmir,Ademi,6.60298296757796e-05,1984,30,MID
11869,Timo,Staffeldt,6.53520883960554e-05,1984,30,MID
8302,Esad,Veledar,6.44299162986352e-05,1984,30,MID
19863,Michele,Polverino,6.38273669134714e-05,1984,30,MID
20545,Nico,Zimmermann,6.35404900148056e-05,1985,30,MID
18372,Fatmir,Pupalovic,6.29216310179163e-05,1985,30,MID
2997,Neil,Kilkenny,6.27320382805876e-05,1985,30,MID
14003,Andrew,Crofts,6.23281530696734e-05,1984,30,MID
18955,Renaud,Cohade,6.21027357733322e-05,1984,30,MID
13718,Jonathan,Constancia,6.11491376906426e-05,1986,30,MID
15763,Daniel,Guijo-Velasco,6.09753298438981e-05,1984,30,MID
12601,Ross,McLeod,5.95497222910399e-05,1985,30,MID
12744,Liam,McGuinness,5.86897447532722e-05,1984,30,MID
6953,Gürhan,Gürsoy,5.84307292983417e-05,1987,30,MID
10060,Fabrizio,Zambrella,5.83776857253195e-05,1986,30,MID
19259,Gjergj,Muzaka,5.81775600104378e-05,1984,30,MID
9796,Oleksandr,Aliev,5.79101571677423e-05,1985,30,MID
9929,Marc,Lütolf,5.74658968859098e-05,1987,30,MID
6425,Drissa,Diarra,5.7201393301758e-05,1985,30,MID
8539,Onur,Tuncer,5.61729836332982e-05,1984,30,MID
17663,Cícero,"",5.60011622246535e-05,1984,30,MID
