player_id,firstName,lastName,pagerank,birthDate,age_group,playingPosition
12359,Niki,Mäenpää,0.000392538866401203,1985,30,GK
4233,Adam,Federici,0.000346711876539875,1985,30,GK
3181,Lenny,Pidgeley,0.00022986281997303,1984,30,GK
15570,Igor,Akinfeev,0.000196305211834318,1986,30,GK
16408,Orestis,Karnezis,0.000133307961677494,1985,30,GK
15607,Sergey,Panov,0.000126388997158827,1989,30,GK
13326,Johnny,Leoni,0.000119674430816418,1984,30,GK
17734,Polat,Keser,0.000113840682320495,1985,30,GK
14004,Lance,Cronin,0.000111127564735294,1985,30,GK
7914,Carlos,Kameni,0.000105587979726196,1984,30,GK
2950,Robert,Almer,0.000103500023098807,1984,30,GK
20037,Jesper,Weinkouff,9.98030851410868e-05,1988,30,GK
12880,Dimitrios,Sotiriou,9.6327877669572e-05,1987,30,GK
9411,Ross,Flitney,8.58465700214629e-05,1984,30,GK
19811,Florian,Meier,7.91906150252064e-05,1986,30,GK
9500,David,Marshall,7.68356393993303e-05,1985,30,GK
22384,Benoît,Benvegnu,6.9092110186619e-05,1985,30,GK
21207,Stefan,Sperzel,6.70990836633468e-05,1985,30,GK
9847,Giannis,Arabatzis,6.49319787302777e-05,1984,30,GK
7873,Stéphane,Véron,6.25598047035505e-05,1986,30,GK
13350,Lewis,Price,6.24181396416946e-05,1984,30,GK
13310,Sem,Franssen,6.15621967271689e-05,1984,30,GK
12716,Arran,Lee-Barrett,6.09558637906803e-05,1984,30,GK
22545,Sean,Thomas,6.03969857900577e-05,1986,30,GK
6170,Bobby,Olejnik,5.75162346816727e-05,1986,30,GK
13271,Frank,Boeckx,5.70519517867264e-05,1986,30,GK
8185,Alberto,Montero,5.60594777951855e-05,1985,30,GK
6744,Michele,Mangiapelo,5.32524311780346e-05,1986,30,GK
8055,Paul,Murphy,5.17191917069123e-05,1985,30,GK
15930,David,Martin,5.01697070156605e-05,1986,30,GK
14280,Júlio,Coelho,4.98723438392231e-05,1984,30,GK
17996,Nathan,Coe,4.88638807342186e-05,1984,30,GK
18350,Dusan,Pernis,4.79171033993074e-05,1984,30,GK
22304,Enrico,Guarna,4.73544752930733e-05,1985,30,GK
12752,Craig,Samson,4.66578141876017e-05,1984,30,GK
18377,Konstantin,Stengel,4.5700891750127e-05,1985,30,GK
12520,Clément,Rigaud,4.55768780340707e-05,1984,30,GK
14860,Mark,Besselink,4.49544886107566e-05,1984,30,GK
2421,Michael,Rensing,4.47124932265022e-05,1984,30,GK
1784,René,Adler,4.39737167090643e-05,1985,30,GK
3755,Óscar,Ustari,4.24549007124263e-05,1986,30,GK
16498,Ramazan,Özcan,4.22502157093231e-05,1984,30,GK
27490,Jean-Louis,Leca,4.1997816227405e-05,1985,30,GK
18015,Sven,Taberima,4.1227150168902e-05,1986,30,GK
18421,Stefaan,Thieren,3.94191057629727e-05,1984,30,GK
24846,Ricardo,Batista,3.88934697870743e-05,1986,30,GK
25397,Pedro,Soares,3.85242193950133e-05,1987,30,GK
12753,Cammy,Bell,3.76544058707819e-05,1986,30,GK
18673,Joan,Hartock,3.62911336482349e-05,1987,30,GK
8498,Florent,Chaigneau,3.60499276238985e-05,1984,30,GK
15680,Artem,Rebrov,3.58606988001359e-05,1984,30,GK
20728,Davide,Capello,3.56311057567123e-05,1984,30,GK
18223,Anssi,Jaakkola,3.55762769166852e-05,1987,30,GK
16058,Serkan,Kirintili,3.51279177149365e-05,1985,30,GK
16918,Nico,Pellatz,3.46218332546982e-05,1986,30,GK
13156,Hugo,Ferreira,3.4452611230226e-05,1984,30,GK
12396,Perica,Radic,3.42462704809186e-05,1984,30,GK
25834,Joe,Lewis,3.4110229403585e-05,1987,30,GK
6544,Stefan,Demuth,3.25881509483328e-05,1984,30,GK
29692,Lukasz,Fabianski,3.2588150948308e-05,1985,30,GK
8176,Oier,Olazábal,3.19479055711163e-05,1989,30,GK
22396,Alexis,Thébaux,3.1879651528177e-05,1985,30,GK
22491,Anders,Lindegaard,3.18481880672802e-05,1984,30,GK
14881,Marcelo,Carné,3.18420365230182e-05,1990,30,GK
22229,Paul,Harrison,3.10106811491582e-05,1984,30,GK
22860,Jesper,Hansen,2.98501402292274e-05,1985,30,GK
12907,Alessio,Cragno,2.95256151369872e-05,1994,30,GK
21726,Philipp,Tschauner,2.94060659179418e-05,1985,30,GK
16843,Wolfgang,Hesl,2.69732145202369e-05,1986,30,GK
